Herpes simplex I (2);;Herpes simplex I (2);;2489/1800/465/1550/1500/880/787/727.5/1850/428;
Herpes simplex 1 (3);;Herpes simplex 1 (3);;470/647/648/650/651/652/653/654/655/656/657/658/659/847/5641/8650;
Herpes simplex 1 (4);Intended to be played for 20 minutes;Herpes simplex 1 (4);Ætlað að vera uppgefinn í 20 mínútur;2950;
Herpes simplex II;;Herpes simplex annars stigs;;556/832;
Herpes simplex IU.2;;Herpes simplex IU.2;;808;
Herpes type 2A;;Herpes tegund 2A;;532/848;
Herpes type 2A secondary;;Herpes tegund 2A annars stigs;;360/373/528/685/846/880/888/8778/540/665/716/717/718/731/732/733/776/1402;
Herpes type 5 (cytomegalovirus);;Herpes tegund 5 (CMV);;126/597/1045/2145;
Herpes type 6 (exp);;Herpes tegund 6 (sérstaklega);;228/1820/3640/1/7281;
Herpes type C;;Herpes tegund C;;395/424/460/533/554/701/745/2450;
Herpes zoster (chicken pox/shingles);;Herpes zoster (hlaupabóla / ristill);;3343/914/2170/1600/1500/880/802/787/664;
Herpes zoster secondary;;Herpes zoster annars stigs;;1550/802/1800/1865/728/2720/2128/5000/464/800/574/1557/304/20;
Hiccups;;Hiksti;;20/10000;
Hip pain (see also Arthritis);;Mjaðmaverkir (sjá einnig liðagigt);;880/787/727.5/20;
Hirudo medicinalis;a homeopathic remedy prepared from a leech used for therapeutic purposes;Hirudo medicinalis;Hómópatu remedía sem framleiddur er úr Leech notað í meðferðarskyni;128;
Histoplasma;also known as (Cave disease, Darling''s disease, Ohio valley disease, Reticuloendotheliosis, Spelunker''s Lung and Cavers disease);Histoplasma;einnig þekkt sem (Cave sjúkdómur, Darling sjúkdómur, Ohio dals sjúkdómur og Caver sjúkdómur);424/616/749;
HIV (see also AIDS);;HIV (sjá einnig alnæmi);;683/714/3554/830/450;
Hives (urticaria);;Ofsakláði;;1800/880/787/727.5/522/146/4.9;
Hoarseness;;Hæsi;;880/760/727.5;
Hormodendrum;a genus of fungi that includes human pathogens;Hormodendrum;ættkvísl sveppa - einnig sýkingar í mönnum;663/678/695/532/627;
Hormonal imbalances;;Hormóna ójafnvægi;;5,5;
Household Insect Mix;;Heimilis Skordýr Blanda;;723;
Hydrocele (fluid in testicle/etc.);;Hydrocele (vökva fylltur pungur);;880/787/727.5;
Hyperacidity of stomach;;Yfirsýring maga;;7.82/20/230;
Hyperosmia (over acute smell and taste);;Hyperosmia (yfir skynjun lyktar og bragðs);;20/10000/522/146;
Hypertension;;Háþrýstingur;;20/95/9.19/7.83/6/10000/880/787/727.5;
Hypertension;renin-induced/red high/diastolic high pressure;Háþrýstingur;Af renín-völdum - rautt hátt - lagbilsþrýstingur hár þrýstingur;9.19/6;
Hypertension/spastic;;Háþrýstingur / heilkenni;;95;
Hyperthyroid (Overactive);;Skjaldkirtill ofvirkur;;3/0.5/20/160;
Hypochondrium/upper abdomen;;Efra kviðarhol;;20/10000;
Hypophyseal (pituitary) disturbances;;Heiladingull - truflanir;;4;
Hypotension (low blood pressure);;Lágur blóðþrýstingur;;20/727.5/787/880;
Hypothalamus;To balance and normalize;Undirstúka;Að jafna;15.42/537;
Hypothyroid (Underactive);;Skjaldkirtill vanvirkur;;7.7/12/35/740/802/1550/16000/10000/160/80/20;
Hypoxia;low oxygen/see also Circulatory stasis;Súrefnisskortur;lágt súrefni - sjá einnig á blóðrás stöðnun;727.5/787/880/10000;
Icterus/haemolytic;a chronic form of jaundice involving anemia;Gulu / blóðlýsu;langvarandi formi gulu þátttöku blóðleysi;243/768;
Ileocolitis - colon inflammation;see also Parasite general set;Ristill bólga;sjá einnig sníkjudýr almennt;802/832;
Immune system stimulation;;Ónæmiskerfið örvun;;8/1862/2008/2128/2180/3347/5611/2791/3448/2929/4014/5611/2867/2855/432;
Immune system stimulation(II);;Ónæmiskerfið örvun (annars stigs);;10000/4996/4016.4/5650.2/861.98/3344.8/3176/1464.25/1432.74/2720/2755/2785.8/2489/2178.85/2128/2009/1865/880/795.62/787/1491.81/728.4/665.4/464.15/432.07/304.1;
Impotence;many classes. Also use Circulatory stasis;Getuleysi;margir möguleikar. Einnig nota blóðrásarkerfi stöðnun;9.39/2127/2008/465/10000/880/802/787/727.5/690/666/125/95/73/72/20/650/625/600;
Indigestion;;Meltingartruflanir;;10000/880/787/727.5/465/444/20/125/95/72/4.9;
Infantile paralysis (polio);;Lömunarveiki - börn;;1500/880/787/727.5/776/10000;
Infections general;;Sýkingar almennar;;1550/880/802/786/728/465/444/125/95/72/48/20/304/1.2/5500/676/422/766;
Infections general secondary;;Sýkingar almennar - annars stigs;;5000/1600/1500/832/776/760/700/690/666/650/625/600/1865/500/450/440/428/660/2112;
Infections general tertiary;;Sýkingar almennar - staðbundnar;;1800/2720/2489/832/3040/2008/1850/610/732/751/4000;
Infertility;;Ófrjósemi;;9.39/9.4/335/465/536/600/625/650/622/660/690/727.5/712/802/1550/787/880/2127.5/2008;
Infertility (see also Impotence);;Ófrjósemi (sjá einnig getuleysi);;2127/2008/465/880/802/787/727.5/690/666/650/625/600/9.39;
Inflammation - general;also see Infection general sets;Bólga - Almennt;sjá einnig Sýking almennar tíðnir;1.5/3.6;
Influencinum Berlin 55;;Inflúensa Berlin 55;;430/720/733/787;
Influencinum vesica (blisters) - general;;Inflúensa vesica (blöðrur) - Almennt;;203/292/588/612/975/407/682;
Influencinum vesic NW;;Inflúensa Vesic NW;;332/364/519/588/590/238/239/715;
Influencinum vesic SW;;Inflúensa Vesic SW;;433/645/658/824;
Influenza;mutates to new strains constantly but these may be helpful. See also Influenza/Grippe and Influenza Virus;Inflúensa;mutates að nýjum stofnum stöðugt en þetta kann að vera gagnlegt. Sjá einnig Inflúensa / Grippe og inflúensa;464/440/3672/7766/7760/7344/1234/5000/727.5/787/800/875/880/885/728/1550/1500/2008/20/304;
Influenza (aches and respiratory);;Inflúensa (verkir og öndunarvegur);;440/512/683/728/784/787/800/875/880/885/2050/2720/5000/7760/7766/304;
Influenza general (1);(winter 98-99);Inflúensa almennt (1);(vetur 98-99);6984/6988/6992/6996/7000/7004/7008/7012/7016;
Influenza general (2);(winter 98-99);Inflúensa almennt (2);(vetur 98-99);6984/6986/6988/6990/6992/6994/6996/6998/7000/7002/7004/7006/7008/7010/7012/7014/7016;
Influenza (3);(winter 99-00);Inflúensa (3);(vetur 99-00);10000/880/727.5/330/728;
Influenza (4);(winter 99-00);Inflúensa (4);(vetur 99-00);440/465/613/666/727.5/787/800/1000/5000/10000;
Influenza with respiratory component (1);(winter 99-00);Inflúensa með öndunarvegs vandamálum (1);(vetur 99-00);47/1191/2398/2544/5608/7760/7766/672/673/674/675/676/677/678/679/676/647/648/649/650/651/652/1215/724/725/726/727/728/729/730/731/732/746/768/687;
Influenza 1957 A Asian;;Influensa Asíu 1957;;768/574;
Influenza 1978;;Inflúensa 1978;;844/814/610;
Influenza 1979;;Inflúensa 1979;;123/513/522/565/788/601;
Influenza 1983;;Inflúensa 1983;;424/730/734/428;
Influenza 1989;;Inflúensa 1989;;216/322/627/703/748;
Influenza 1993;;Inflúensa 1993;;522/615/778/850/959;
Influenza 1993 secondary;;Inflúensa 1993 annars stigs;;207/254/580/848/947/7967/8910/739/741/760/765/773/915;
Influenza 1994;;Inflúensa 1994;;689/697/699/798;
Influenza 1994 secondary;;Inflúensa 1994 annars stigs;;337/690/868/869/702/727.5/729/776/779;
Influenza 1997 to 1998;;Inflúensa 1997-1998;;2008/880/787/727.5/35/20/465;
Influenza Asian grippe A;;Inflúensa Asía stofn A;;516/656/434;
Influenza autumn 1998;;Inflúensa haust 1998;;250/465/8210/8700/7760;
Influenza Bach Poly;;Inflúensa Bach Poly;;122/350/487/572/634/768/823/1043/1272/764/771;
Influenza - grippe general;;Inflúensa - Almennar stofn;;343/500/512/541/862/1000/1192/3012/3423/10223;
Influenza - grippe/vapch;;Inflúensa - stofn / vapch;;153/343;
Influenza - grippe 1986 tri;;Inflúensa - stofn 1986 Tri;;532/588/660/994/462/712;
Influenza - grippe 1987;;Inflúensa - stofn 1987;;140/332/581/953/4868/730;
Influenza - grippe 1988;;Inflúensa - stofn 1988;;267/536/568/2050/752/781;
Influenza - grippe 1989;;Inflúensa - stofn 1989;;353/536/874;
Influenza - grippe 1990;;Inflúensa - stofn 1990;;541/560/656;
Influenza haemophilus;;Inflúensa - Haemophilus inflúensa;;542/552/885/959/734;
Influenza haemophilus type B;;Inflúensa - Haemophilus inflúensu Stofn B;;652/942/483/731/746;
Influenza spanish;;Inflúensa - Spænska;;462/787;
Influenzum toxicum;;Inflúensa - toxicum;;854;
Influenza triple nosode;;Inflúensa þrefaldur nosode;;421/632/1242/1422/1922/3122;
Influenza V grippe;;Inflúensa V Stofn;;861;
Influenza V-2 grippe;;Inflúensa V-2 stofn;;324/652/653;
Influenza V-3 grippe;;Inflúensa V-3 stofn;;550/553;
Influenza V-4 grippe;;Inflúensa V-4 stofn;;232/352/2558;
Influenza V-5 grippe;;Inflúensa V-5 stofn;;945/518;
Influenza V-75 Victoria;;Inflúensa V-75 Victoria;;343/316/1020;
Influenza VA-2 grippe;;Inflúensa VA-2 stofn;;334/472/496/833/836/922/728;
Influenza VA-2L grippe;;Inflúensa VA-2L stofn;;447;
Influenza virus - general;;Inflúensa - almennt;;728/800/880/7760/8000/8250;
Influenza virus;1991 to 1992;inflúensuveira;1991-1992;153/345/387/758/984/985;
Influenza virus secondary;1991 to 1992;inflúensuveira - Annars stigs;1991-1992;330/350/525/632/740/761/762/776/777/780;
Influenza virus 1992 to 1993;;Inflúensuveira 1992-1993;;535/946;
Influenza virus 1992 to 1993 secondary;;Inflúensuveira 1992-1993 efri;;272/534/566/668/674/776/782/947/632/640/713/715/742/773/777;
Influenza virus 1993 to 1994;;Inflúensuveira 1993-1994;;757/885/895/969;
Influenza virus 1993 to 1994 secondary;;Inflúensuveira 1993-1994 efri;;447/457/597/756/764/776/798/878/967/9090/663/720/728/729/745/762/764/770/773/779;
Influenza virus A;;Inflúensuveira A;;322/332/776;
Influenza virus A 1974;;Inflúensuveira A 1974;;442;
Influenza virus A Port Chalmers;;Inflúensa A Port Chalmers;;622/863;
Influenza virus B;;Inflúensuveira B;;468/530/532/536/537/568/722/740/1186/679;
Influenza virus B Hong Kong;;Inflúensa B Hong Kong;;555;
Influenza virus swine;;Inflúenskuveira - Svín;;413/432/663/839/995;
Influenza virus British;;Inflúensu veira Bresk;;558/932;
Injection - allergic reaction to;;Innsprautun - ofnæmisviðbrögð við;;10000;
Injuries - knee pain;;Meiðsli - hné verkir;;1.2/250/3/230/7.69/7.7/9.39/9.4/9.6/20/28/73/160/660/690/727.5/787/802/1550/880/2720/3000;
Injuries - ligament sprain;;Meiðsli - Liiðbönd tognun;;0.5/1/1.1/73/1.2/250/4.9/5.8/9.19/9.2/9.4/9.7/10/20/20.5/35/40/80/125/320/2720/10000;
Insomnia;see also Parasite general set;Svefnleysi;sjá einnig Sníkjudýr almenn;3.9/3.59/3/230/3.6/7.83/10/800/1550/1500/880/802/304/6000;
Intelligence/clarity of thought;;Gáfur - skýrleiki í hugsun;;20/10000;
Intercostal neuralgia (pain in rib musculature);;Verkur í vöðvum milli rifja;;3000/1550/880/802/787/776/727.5/125/20/1865/444;
Interleukin (used to stimulate lymphocyte production);;Interleukin (notað til að örva eitilfrumna framleiðslu);;3448/2929/4014/5611/2867/2855/2791;
Intermittent claudication;;Heltis kast - helti;;45/48;
Intestinal problems/colon;;Vandamál í þörmum - ristli;;10/440/880/787/727.5;
Intestinal problems/general;also try Parasite general set;Þarma vandamál - almenn;Einnig reyna sníkjudýr almenn;802;
Intestines - inflammation;;Þarmabólga;;727.5/787/880/105/791;
Irritable bowel syndrome;use with Parasites giardia and Parasites general set;Heilkenni ristilertingar;nota einnig sníkjudýr Giardia og sníkjudýr almennt;20/727.5/787/802/832/880/465/422/6766/1550;
Irritability and Whining;;Pirringur og væla;;3.6/3.9/6.3;
Itching;pruritus. Take a hot bath with a cup of apple cider vinegar afterwards. If chronic and no long term relief - use Parasite sets including Parasites general and Parasites blood flukes.;Kláði;Fara í heitt bað með bolla af eplaediki á eftir. Ef langvarandi og engin langtíma léttir - nota Sníkjudýr tíðnir þ.mt Sníkjudýr almennt og sníkjudýra blóð ögður.;880/787/727.5/444/125/95/72/20/444/1865/3176;
Jade Machine color decode;;Jade lit Decode Machine;;624/2155/2055/960/470/920/815/858/800/745/677/640;
Jaundice;see also Liver support/gallbladder/Leptospirosis/and Parasites fluke and general frequency sets;Gula;sjá einnig Lifur stuðning, gallblöðru og Sníkjudýr Fluke og almennar tíðnir;1600/1550/1500/880/802/650/625/600/444/1865/146/250/125/95/72/20;
Jock Itch;Peeling skin - irritation;Jock kláði;Húðflögnun - ertingu;20/345/465/644/660/690/727.5/766/784/802/1550/880;
Joint inflammation;also see arthritis sets;Liðbólga;sjá einnig liðagigtar tíðnir;10000;
Kaposis sarcoma;;Kaposis sarkmein;;249/418/647;
Kidney cyst pyelonephritis;;Nýra blaðra, nýrna- og skjóðubólga;;1385;
Kidney function (to balance and normalize);;Nýrnastarfsemi - jafnvægi;;1.1/73/1.2/250/6.3/148/8/10/20/40/72/95/125/146/248/333/523/768/786/440/444/1865/465/522/555/600/625/650/800/802/1550/880/1500/1600/3000/5000/10000;
Kidney infection;;Nýru - sýking;;1.1/73/1.2/250/6.3/148/9.19/9.2/10/20/40/440/444/1865/465/594/660/690/727.5/776/787/802/1550/880/1500/1600/2008/10000;
Kidney infection Secondary;;Nýra - sýking - Annað stig;;72/95/125/146/333/523/768/786/424/434/522/555/600/625/650/834/2045/2050;
Kidney infection;(run 20 min each);Nýra - sýking;Keyra í 20 mín hver tíðni;2045/2046/2047/2048/2049/2050;
Kidney meridian - to balance;;Nýrna orkubrautin - að skapa jafnvægi;;9,2;
Kidney nephritis (Kidney inflammation);;Nýra - nýrnabólga;;1.1/73/10/20/40/264/274/423/636/465/660/690/727.5/787/688/880/1500/2045/2050/3000/10000/;
Kidney nephrosis (Kidney degeneration);;Nýra - nýrungaheilkenni - Nýrna hrörnun;;1.1/73/40/465/660/690/727.5/787/880/1500/10000;
Kidney insufficiency;;Nýra - léleg starfsemi;;9.2/10/40/440/1600/1550/1500/880/802/650/625/600/444/1865/146/250/125/95/72/20;
Kidney papillomavirus (Benign tumor);;Nýra - papillomavírus - vörtur (góðkynja æxli);;6.3/148/110/264/634/760/762/767/848/874/907/917/1102;
Kidney papillomavirus (secondary);small - usually benign growth on a kidney;Nýra - papillomavirus - vörtur - annað stig;lítil - yfirleitt góðkynja vöxtur á nýrum;110/148/264/634/767/848/917/760/762/1102;
Kidney stones;;Nýra - nýrnasteinar;;30.5/787/444/1865/660/690/727.5/880/1552/3000/6000/10000;
Kidney stones (Secondary);use with vitamin - mineral - and herb supplementation;Nýra - Nýrnasteinar - annað stig;nota með vítamínum - steinefnum og jurtum;444/727.5/787/880/10000/6000/3000/3.5/1552;
Kidney streptococcus enterococcinum;;Nýra - Streptococcus Enterococcinum;;409/686;
Kidney tonic/general;;Nýra - hressing - almennt;;440/248/8/880/20/10000/800/5000/3000;
Kidney uremic Poisoning;;Nýra - þvagefni í blóði - Eitrun;;911;
Kiefer Osteitis;a type of bone inflammation marked by enlargement and pain;Kiefer Osteitis;gerð bólgu í beinum merkt með stækkun og verkur;432/516/384;
Knee/joint pain;;Hné/liðverkir;;1550/880/802/787/727.5/28/20/7.69/3/1.2/250/9.6/9.39;
Lac Defloratum;;Lac defloratum;;230/371/232/2121;
Large intestine tonic;;Digurgirnis jöfnun;;8/440/880;
Laryngeal polyp;;Barkakýli sepi;;765/202;
Larynx;;Barkakýli;;10/440/465/444/1550/880/802/787/727.5/28/7.69/3/1.2/250/9.6/9.39;
Lateral sclerosis;degeneration of spinal cord leading to spastic paraplegia. See also ALS.;MND (ALS);hrörnun mænu leiðir til krampakendrar (lömunar). Sjá einnig ALS.;254;
Laxative/mild;;Hægðarlosandi - væg;;802;
Legionella;Legionnaires disease - caused by a gram-negative bacteria associated with condensed or treated water that migrate to lung tissue and stimulate severe respiratory manifestations - fever - headache - abdominal pain - and may affect kidneys and liver.;Legionella;Legionnaires sjúkdómur - orsakast af Gram-neikvæðum bakteríum í tengslum við þéttur eða meðhöndla vatn sem flytja sig til lungnavef og örva alvarlegum öndunar einkenni - hiti - höfuðverkur - kviðverkir - og getur haft áhrif á nýrun og lifur.;723/724/897/975/8120/8856/690/693;
Leprosy;;Líkþrá;;600;
Leprosy secondary infection;;Líkþrá annars stigs - sýkingu;;1600/1550/1500/880/832/802/787/776/760/727.5/700/690/666/650/625/600/465/444/20/500/450/440/428/660;
Leptospirosis;a spirochete bacterial disease that is spread to humans through animal urine that can cause meningitis - jaundice/anemia - miscarriage - and death;Leptospirosis;a spirochete bakteríu sjúkdómur sem er dreift í menn með þvagi dýra sem geta valdið heilahimnubólgu - gulu / blóðleysi - fósturlát - og dauða;612/663;
Leukocytogenesis/stimulates;see also Immune system stimulation;Ónæmiskerfis örvun;sjá einnig ónæmiskerfis örvun;20/727.5;
Leukoencephalitis;inflammation of brains white matter/usually in infants and children/but also found in horses as a result of forage poisoning;Hvíta efnis heila vandamál almennt;bólga í hvíta efni heilans - yfirleitt hjá ungbörnum og börnum - en einnig að finna í hrossum vegna hey eitrunar;324/338/572/712/713/715/783/776/934/932/1035/1079/1111/1160/1333/1244/1630;
Leukoencephalitis secondary;;Hvíta efnis heila vandamál almennt - Annars stigs;;338/783/932/1035/1160/1630/712/713/715/1244;
Leukoplakia;white patches on mucous membranes - also see EBV/Pappilloma - and Cancer/carcinoma freqs;Leukoplakia;hvítar blettir á slímhúð - sjá einnig EBV / Pappilloma - og krabbamein / krabbameinsfrumum freqs;465/2127/2008/727.5/690/666;
Leukose;proliferation of tissues that form white blood cells considered to be foundational stage of leukemia. See also Parasite general and Parasite fluke sets;Leukose;útbreiðslu vefja sem mynda hvít blóðkorn talin vera foundational stigi hvítblæðis. Sjá einnig Parasite almennt og Parasite fluke tíðnir;612/633/653/3722/644;
Lipoma;benign/soft tumor of fatty tissue;Lipoma;góðkynja / mjúkur æxli af fituvef;47/606/709;
Listeriosis;a serious disease causing miscarriage - meningitis - and endocarditis in humans known as circling disease in ruminants and causes liver necrosis in animals with single stomachs. Also see Strep general and General infection;Listeriosis;alvarlegur sjúkdómur sem veldur fósturláti - heilahimnubólgu - og hjartaþelsbólgu hjá mönnum þekktur sem circling sjúkdóm í jórturdýr og veldur lifrarskemmdum drep í dýrum með einn maga. Sjá einnig streptokokka almenn og Almenn sýking;377/471/626/628/634/774/2162/7867/714/724;
Liver stores/bile/cholesterol;;Lifur geymsla - galli - kólesteról;;21,34;
Liver support;also try Parasite general and fluke freqs;Lifur - stuðningur;Einnig reyna Sníkjudýr almenn og ögðu tíðnir;33.13/1552/802;
Liver - enlargement;;Lifur - stækkun;;465/660/690/727.5/787/880;
Locomotor dysfunction incoordination;slow results. See also Schumann response;Hreyfingar - starfstruflun - ósamhæfing hreyfinga;hægur árangur. Sjá einnig Schumann svörun;10000/880/787/776/727.5/650/625/600/444/1865/125/95/72/20;
Lumbago;;Lumbago;;10000/800/880/787/727.5/125/95/72/444/1865/9.19/8.25/7.69/300;
Lung sinus bacteria;;Lungnakrabbamein sinus bakteríur;;244/1466/597/1311;
Lupus - general;localized degeneration of skin by various diseases vulgaris is a common form of this ailment that is actually a rare form of tuberculosis that manifests with disfigurement and destruction of the skin and cartilage of the face. Also use Parasite fluke sets for any type;Rauðir úlfar - Almennt;staðbundin hrörnun húðarinnar með ýmsum sjúkdómum er algengasta mynd af þessu lasleika, sem er í raun mjög sjaldgæft form berkla sem birtist með eyðileggingu á húð og brjóski í andliti. Einnig nota Sníkjudýr ögður tíðnir fyrir aðrar gerðir;633/2125/2008/3612/802/2489/702/243/386/442/942;
Lupus general secondary;;Rauðir úlfar - almennt - annars stigs;;205/244/352/633/847/921/993/1333/1464/7865/771;
Lupus SLE secondary;;SLE Lupus efri;;2180/2128/2008/1552/880/784/664/304/386/678/481;
Luxation (dislocation of organs or joints);;Liðhlaupi (liðhlaup á liðum eða líffæri);;9.1/110;
Lyme disease;also known as borreliosis relapsing fever in humans and animals caused by parasitic spirochetes from ticks;Lyme sjúkdómur;einnig þekkt sem borreliosis - þrálátur hiti í mönnum og dýrum af völdum sníkjudýrs spirochetes frá ticks;432/800/4200/338/344/345/605/673/758/797/884/1455/6863/6870/533/534/732;
Lyme hatchlings/eggs;;Lyme klakning eggja;;640/8554/203/412/414/589/667/840/1000/1072/1087/1105;
Lyme secondary;;Lyme sjúkdómur annars stigs;;254/525/597/644/885/699;
Lyme tertiary;;Tertíer Lyme;;306/432/484/610/625/690/864/2016/790;
Lyme (1);;Lyme (1);;864/620/495/485/486/487/488/489/490/491/492/493/494/495/496/497/498/499/500/501/502/503/504/505/620/610/611/612/613/614/615/616/617/618/619/620/621/622/623/624/625/626/627/628/629/630/690/790/785/786/787/788/789/790/791/792/793/794/795;
Lyme (2);;Lyme (2);;2050/1520/615/2016/625;
Lymph plaque;;Sogæðakerfis vandamál;;596/346;
Lymph stasis;;Sogæðakerfis stöðnun;;3176;
Lymph stasis secondary;also see Lymphangitis;Sogæðakerfis stöðnun - annars stigs;einnig sjá Sogæðabólga;6.3/148/522/146/444/440/880/787/727.5/10000/2.5/465/10;
Lymph support;;Sogæðakerfis stuðningur;;15.05/10.36/3176;
Lymphangitis;lymphatic vessel inflammation of humans and horses most commonly caused by strep but also by other bacteria - yeast - fungus - and cancer;Sogæðabólga;sogæðakerfisbólga í mönnum og hestum oftast af völdum streptokokkana, einnig af öðrum bakteríum - ger - sveppur - og krabbamein;574/778/1120/1078/3176;
Lymphogranuloma venereum I (LGV);because of chlamydia trachomatis;Eitlafár - kynsjúkdómur  (LGV);vegna Chlamydia trachomatis;552/1552/430/555.7/620/624/840/866/2013/1111.4/2222.8;
Lymphogranuloma venereum II (LGV);because of chlamydia trachomatis;Eitlafár - kynsjúkdómur  annars stigs (LGV);vegna Chlamydia trachomatis;4710.5/479/620/940.1/942.9/1880.1/1885.9/3760.3/3771.7/7520.5/7543.4;
L-lysine (stimulates);;L-lýsín (örvar);;195.5/391/782/1564.1/3128.2/6256.4;
Magnesium;;Magnesíum;;480;
Malabsorption syndrome;use with Parasites - General set;Vanfrásogs heilkenni;nota með Sníkjudýr - Almennar tíðnir;727.5/787/880/800/1552/3000;
Malaria;(An infectious disease/originating in tropical areas - that is transmitted by a mosquito bite and characterized by fever - anemia - and spleen enlargement;Malaría;Smitsjúkdómur upprunninn á suðrænum svæðum - smitast með moskító flugnabiti, einkennist af sótthita, blóðleysi og stækkun milta;20/222/550/713/930/1032/1433/455/743;
Malaria (1);;Malaría (1);;20/555;
Malaria (2);;Malaría (2);;20/28/787/880;
Malassezia furfur;causes tinea versicolor. See also Fungus general;Malassezia Furfur;veldur Tinea versicolor. Sjá einnig Fungus almennt;222/225/491/616/700;
Mange - follicular;Scabies, contagious dermatitis found in many animals that is caused by mites and in which the principle activity is at the hair follicles;Mange - hnútótt - hunda;Scabies, smitandi húðbólga sem finna má í mörgum dýrum, orsakast af sníkjudýrum sem setjast við hárekkji;920/1436/2871/5742/90/91/92/93/94/95/96/97/98/99/100/101/102/103/104/105/106/107/108/109/110/253/693;
Manic Depression - Bipolar Disorder;Run for 5 minutes each;Oflæti Þunglyndi - geðhvarfasýki;Keyra í 5 mínútur hverja;802/263.1/304/6000/6130;
Mannan;;Mannan;;961/661;
Marsh elder;;Marsh eldri;;474;
Mastoiditis;inflammation of the bony structure of the head in the region of the ears below the eyes;Stikilbólga;bólga í beina uppbyggingu höfuðs við eyru neðan augna;287;
Measles;;Mislingar;;727.5/787/880/342/442/443/467/520/521/552/1489/745/757/763/712;
Measles/rubella;German or 3 day measles;Mislingar - rauðir hundar;Þýska - 3 daga mislingar;431/459/510/517/727.5/787/880;
Measles/rubeola;9 day measles;Mislingar - rauðir hundar;9 daga mislingar;342/467/520/784/787/962/1489;
Measles/rubella vaccine;;Mislingar - rauðir hundar - ónæmi;;429/459/832/926/505;
Measles vaccine;;Mislingar ónæmi;;214/725/747/783/962;
Medorrhinum;homeopathic nosode for urethral discharge. See also Vaginosis.;Medorrhinum;hómópatísk nosode fyrir þvagrás flæði. Sjá einnig vaginosis.;230/442/554/843/854/1700/1880/2222/602;
Memory - Clarity to improve;;Minni - til að bæta skýrleika;;14.6/14.7;
Menieres disease;auditory vertigo associated with deafness and tinnitus;Menieres sjúkdómur;hljóðrænum svimi tengist heyrnarleysi og eyrnasuði;1550/802/880/787/727.5/465/428/33/329/5000/1130/782;
Meningococcus Virus;;Meningococcus Veira;;720;
Meningioma;a benign/slow-growing tumor of the membranes that envelop the brain and spinal cord;Meningioma;góðkynja / hægur-vaxandi æxli af himnunum sem umlykja heilann og mænuna;446/535/537;
Meningitis;inflammation of the membranes that envelop the brain and spinal cord. Also see Streptococcus pneumoniae - Listeriose - and Leptospirosis;Heilahimnubólga;bólga í himnunum sem umlykja heilann og mænuna. Sjá einnig Streptococcus pneumoniae - Listeriose - og leptospirosis;130/465/507/660/690/727.5/676/677/832/322/517/720/733/764/822/1044/1422/423;
Meningitis secondary;;Heilahimnubólgu annars stigs;;20/72/95/125/130/428/444/1865/787/676/677/507/802/1550/880;
Meningitis tertiary;;Heilahimnubólgu svæðisbundin;;1550/802/880/832/787/727.5/650/625/600/465/444/1865/125/95/72/20/428/660;
Meningoencephalitis;Yeast infection - symptoms can be headache - nausea - staggering gait - irritability - confusion - blurred vision;Meningoencephalitis;Sveppasýking - einkenni geta verið höfuðverkur - ógleði - yfirþyrmandi göngulag - pirringur - rugl - þokusýn;428/444/1865/367/522/579/594/476/478/597/624/613/785/872/792/2121/5880/5884;
Mental concentration - to improve;;Andleg einbeiting - til að bæta;;5.8/20/7.83;
Mental disorders - general aid;especially if toxins are the cause;Geðraskanir - almennur stuðningur;sérstaklega ef eiturefni eru orsök;522/146/10000/125/95/72/20/4.9/428/550/802;
MERS is a virus related to SARS (Severe Acute Respiratory Syndrome);;MERS er veira skyld HABL veirunni (acute respiratory syndrome);;145.9/165.7/291.7/331.4/437.6/497.1/583.5/662.7/1167/1312.8/1325.5/1491.2/2333.9/2651/4667.8/5301.9/9335.6;
Methotrexate;;Metótrexat;;584;
Microsporum audouini;a fungus which commonly causes ringworm of the scalp and other areas;Örsporasvepp audouini;sveppur sem almennt veldur Hringskyrfi í hársvörð og á öðrum sviðum;422/831/1222/285;
Microsporum canis;a fungus causing ringworm in cats - dogs - and children;Örsporasvepp canis;sveppur veldur Hringskyrfi í köttum - hundar - og börn;347/970/1644/402/650;
Migraine;also use Parasites strongyloides and general sets;Mígreni;einnig nota sníkjudýr Strongyloides og almennar tíðnir;10/40/160;
Mind and Emotions - General Aid;;Hugur og tilfinningar - Almenn aðstoð;;4.9/20/72/95/125/146/428/522/802/1550/10000;
Mind and Emotions - Addiction to Drugs;;Hugur og tilfinningar - Lyfja fíkn;;20;
Mind and Emotions - Agitation;Nervousness - restlessness;Hugur og tilfinningar - Uppnám;Taugaveiklun - eirðarleysi;3/230/7.83;
Mold;see also specific types;Mygla;sjá einnig sérstakar tegundir;222/242/523/565/592/623/745/933/1130/1155/1333/1833/4442;
Mold and fungus - general;see also specific types;Mygla og sveppur - Almennt;sjá einnig sérstakar tegundir;728/880/784/464/886/414/254/344/2411/321/555/942/337/766/1823/524/374/743/132/866;
Moles;;Húðhnúðar;;20/120/177/600/625/626/650/659/660/728/784/880/464;
Moles(1);;Húðhnúðar  (1);;761.7/650/625/600/76.2;
Monotospora lanuginosa;homeopathic remedy for fungal allergen;Monotospora lanuginosa;hómópatísk lækning fyrir sveppa-mótefnisvaka;788;
Morbillinum;;Morbillinum;;467/520/1489;
